ID,R0,R1,E1_0,E1_1,W1_0,W1_1,label
1,459.1935758,13291.27708,2.78E-06,0.950364173,3454.347271,11.56751213,C0
2,312.5148755,4684.070907,3.93E-06,0.913723512,4508.540352,21.23380537,C0
3,303.2762681,5465.477743,3.83E-06,0.931991468,3725.118099,20.53201393,C0
4,316.2923259,4001.122206,9.89E-06,0.932665789,3493.357863,16.66807397,C0
5,312.0068351,4260.555006,1.04E-05,0.920628254,4449.969469,21.74679952,C0
6,323.3811295,4133.894086,1.05E-05,0.925157609,4002.018545,18.40396344,C0
7,305.6405418,4003.947228,1.50E-05,0.906479349,6899.600575,28.72389795,C0
8,285.9577045,4006.174217,1.56E-05,0.901651658,6560.831533,24.75786632,C0
9,304.8378333,3921.721072,1.54E-05,0.89802542,5020.52942,20.06876747,C0
10,2738.899854,2967.52518,9.20E-06,0.930037993,1398.192697,1.840450947,H0
11,2812.212305,2978.199674,5.52E-06,0.998081746,1691.696336,1.796523513,H0
12,480.0246104,10822.63613,2.41E-06,0.954596148,4146.01052,18.99487899,H0
13,315.2609285,4459.044384,9.28E-06,0.939246331,3801.151014,19.61795825,H0
14,315.9187901,4642.541739,9.59E-06,0.921857553,4094.491684,15.9342453,H0
15,340.1802141,4260.928494,9.73E-06,0.933643061,3862.663605,20.14908836,H0
16,301.7129586,3995.415499,1.17E-05,0.926284963,4562.74776,15.45695745,H0
17,306.2079786,4120.717774,1.16E-05,0.913951947,5294.285121,21.67936295,H0
18,273.767833,5078.734712,2.15E-05,0.779476819,102.7150431,0.214371603,H0
19,428.9124052,9263.790804,3.71E-06,0.864077189,0.022927317,2.98E-05,I0
20,473.7231147,15920.6222,2.70E-06,0.938394951,3280.978245,19.3744431,I0
21,2326.174431,3911.898505,4.93E-06,1,2841.02977,2.429627881,I0
22,316.989529,4860.496244,9.29E-06,0.922578465,4659.484091,23.85866212,I0
23,302.1384824,4158.171016,1.07E-05,0.918756072,4122.731329,15.38828867,I0
24,294.2837198,3978.448407,9.98E-06,0.932805691,2662.042644,7.833890117,I0
25,307.0593134,4147.629151,1.35E-05,0.907142641,5961.578617,25.36826002,I0
26,281.6861617,4985.97126,1.94E-05,0.793547604,79.77006282,0.185881075,I0
27,304.610818,4132.277702,1.30E-05,0.90901655,5545.426734,24.90359022,I0
28,2156.610271,5.29850385,0.002421426,0.873680385,10209.10929,7.692335513,Z0
29,4519.01841,2918.07727,4.08E-05,0.674045716,2313.263762,1.981731395,Z0
30,321.5403045,5271.282656,8.96E-06,0.921269248,5188.220757,27.14878618,Z0
31,273.1218848,5501.269507,1.25E-05,0.838513175,0.005837122,1.48E-05,Z0
32,295.2931436,4919.254849,9.30E-06,0.931057519,4498.911321,18.67725829,Z0
